,description,number_rates,rating,price,url
256,"Flintstones Chewable Kids Vitamins, Complete Multivitamin for Kids and Toddlers with Iron, Calcium, Vitamin C, Vitamin D & more, 180ct","14,079",4.6,16.79,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzE0MTExNTExMDQ3NTQzOjE2NjA5NTI5MTE6c3BfbXRmOjIwMDA0NzY0MTQ2NTE5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FFlintstones-Vitamins-Childrens-Multivitamin-Supplement%2Fdp%2FB0771WL4SD%2Fref%3Dsr_1_209_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952911%26rdc%3D1%26sr%3D8-209-spons%26psc%3D1
257,"Nordic Naturals Nordic Berries, Cherry Berry - 120 Gummy Berries - Great-Tasting Multivitamin for Ages 2+ - Growth, Development, Optimal Wellness - Non-GMO, Vegetarian - 30 Servings",486,4.5,21.56,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzE0MTExNTExMDQ3NTQzOjE2NjA5NTI5MTE6c3BfbXRmOjIwMDA2MzQzMTg5ODU5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FNordic-Naturals-Berries-Multivitamin-Gummies%2Fdp%2FB01LTHMG3Q%2Fref%3Dsr_1_210_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952911%26sr%3D8-210-spons%26psc%3D1
258,"Whole Fruit Gummy Vitamins for Kids No Added Sugar, Vegan Kids Multivitamin Gummies, Plant Based Multivitamin for Kids, Whole Foods Toddler Vitamins, Organic Kids Vitamins Chewable 60 Bites Strawberry","1,772",4.3,25.95,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzE0MTExNTExMDQ3NTQzOjE2NjA5NTI5MTE6c3BfbXRmOjIwMDA3OTg3ODQ3NzY5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FMultivitamin-Organic-Plant-Based-Vitamins-Strawberry%2Fdp%2FB07PB657SW%2Fref%3Dsr_1_211_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952911%26sr%3D8-211-spons%26psc%3D1%26smid%3DA14M046EBK0J2H
259,"Kids Vitamins. Unflavored & Tasteless Liquid Kids Multivitamin. Sugar Free 14-in-1 Vegan Supplement Drops for Kids, Children, Teens. Mix in Juice, Milk, Or Water and Your Kids Won't Even Taste It!",6,3.5,15.95,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzE0MTExNTExMDQ3NTQzOjE2NjA5NTI5MTE6c3BfbXRmOjIwMDA3MDg3MDE5Njg5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FVitamins-Unflavored-Tasteless-Multivitamin-Supplement%2Fdp%2FB0B15PCP4W%2Fref%3Dsr_1_212_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952911%26sr%3D8-212-spons%26psc%3D1
260,"Nutricost Kids Multivitamin Gummies 120 Servings (Mixed Berry Flavored Gummies) - Gluten Free, Non-GMO, and Vegetarian Friendly",6,5.0,14.95,https://www.amazon.com/Nutricost-Multivitamin-Gummies-Servings-Flavored/dp/B09KMHFQ6N/ref=sr_1_213?keywords=multivitamin+for+kids&qid=1660952911&sr=8-213
261,"NutriMagic KIDS Brain Booster+ Focus, Memory, Attention, Saffron Based Nootropic & Multivitamin D3, B6/9/12, Zinc Complex Vegan & Kosher Supplement, 1 Month Supply - 60 Gummies, Tropical Fruit Punch",18,4.0,19.95,https://www.amazon.com/NutriMagic-Attention-Nootropic-Multivitamin-Supplement/dp/B09NYL937N/ref=sr_1_214?keywords=multivitamin+for+kids&qid=1660952911&sr=8-214
262,"Buried Treasure Children's Daily Multi Liquid Multivitamin & Minerals, 16 servings Citrus Flavor, Nutritional Dietary Vegan Supplement for Kids No Artificial Ingredients",235,4.3,29.29,https://www.amazon.com/Buried-Treasure-Liquid-Multivitamin-Nutritional/dp/B000VH76YA/ref=sr_1_215?keywords=multivitamin+for+kids&qid=1660952911&sr=8-215
263,Vitamin D3 + Vitamin B12 | 2 Month Supply | Vitamin D & B12 Vitamin Supplements for Adults & Kids | Supports Bone Health | Promotes Energy Boost | Vegan | Non-GMO | Gluten Free | 60 Servings,"7,777",4.7,29.95,https://www.amazon.com/Vitamin-Supplements-Supports-Promotes-Non-GMO/dp/B06XBTH63R/ref=sr_1_216?keywords=multivitamin+for+kids&qid=1660952911&sr=8-216
264,"Garden of Life Plant Omega-3 Ala, Dha & Epa Supplement for Children -Liquid, Strawberry - Vegan Brain & Eye Support for Kids, Sugar Free & Non-GMO - 2 Fl Oz",194,4.5,27.99,https://www.amazon.com/Garden-Life-Omega-3-Liquid-Strawberry/dp/B07TP6FDGV/ref=sr_1_217?keywords=multivitamin+for+kids&qid=1660952911&rdc=1&sr=8-217
265,"Kids Multivitamin Gummies with Probiotics | 60 Count | Vegetarian, Non-GMO, Gluten Free Supplement | Vitamin C, D3 & Zinc | Berry Punch Flavor | by Nature's Truth",95,4.7,none,https://www.amazon.com/Multivitamin-Probiotics-Vegetarian-Natures-Truth/dp/B08PW67DRS/ref=sr_1_218?keywords=multivitamin+for+kids&qid=1660952911&sr=8-218
266,"Amazon Brand - Solimo Kids' Vitamin C 125mg, 60 Gummies, Immune Health, 2 Month Supply","4,283",4.7,5.71,https://www.amazon.com/Amazon-Brand-Solimo-Vitamin-Gummies/dp/B07GPFB6F5/ref=sr_1_219?keywords=multivitamin+for+kids&qid=1660952911&sr=8-219
267,"Kids Multivitamin + Vitamin C Gummies Bundle by MaryRuth's | Kids Sugar Free Multivitamin Gummies, 60ct | Vitamin C Gummies for Kids & Adults, 60ct | Vegan, Non-GMO, Gluten Free",23,4.7,43.92,https://www.amazon.com/Multivitamin-Vitamin-Gummies-MaryRuths-Non-GMO/dp/B08LPD282D/ref=sr_1_220?keywords=multivitamin+for+kids&qid=1660952911&sr=8-220
268,"Amazon Brand - Mama Bear Kids Calcium + D, Bone Health, 60 Gummies (30 Day Supply), Non-GMO, Vegetarian, Gluten Free (Packaging May Vary)",442,4.6,9.31,https://www.amazon.com/Amazon-Brand-Calcium-Gummies-Supply/dp/B07CFHGSVY/ref=sr_1_221?keywords=multivitamin+for+kids&qid=1660952911&sr=8-221
269,"Vitamin Friends - Focus Supplement for Kids (60 Count) Smart Parents Support Memory Improvement and Mental Performance in Children, 100mg Phosphatidylserine (Sharp PS) Nootropic",450,4.2,29.99,https://www.amazon.com/Vitamin-Friends-Focus-Gummies-Supplements/dp/B077QGJ6YV/ref=sr_1_222?keywords=multivitamin+for+kids&qid=1660952911&sr=8-222
270,"Nutz About Health Liquid Children's Super Multivitamins & Minerals Dietary Supplement, 32 fl oz (64 Daily Servings) - Made in USA, Immune Support, Healthy Heart",3,3.1,44.95,https://www.amazon.com/NAH-Childrens-Multivitamins-Minerals-Supplement/dp/B08ZG5ZR7P/ref=sr_1_223?keywords=multivitamin+for+kids&qid=1660952911&sr=8-223
271,"Olly Kids Multi-Vitamin Probiotic, Yum Berry Punch, 70 Gummies (Pack of 2)",2,5.0,43.05,https://www.amazon.com/Olly-Multi-Vitamin-Probiotic-Berry-Gummies/dp/B01MQOG01U/ref=sr_1_224?keywords=multivitamin+for+kids&qid=1660952911&sr=8-224
272,"Flintstones SuperBeans, Kids Multivitamin with Immunity Support with Vitamins A, D, Iodine & Zinc to Support Healthy Growth, Fruit Flavored, Vegetarian, Jelly Bean Chews, 90 Count (Packaging may vary)","1,338",4.6,9.97,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzE0MTExNTExMDQ3NTQzOjE2NjA5NTI5MTE6c3BfbXRmOjIwMDA0NzYyNzM5NTI5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FFlintstones-SuperBeans-Multivitamin-Vitamins-Development%2Fdp%2FB08X8FSL6C%2Fref%3Dsr_1_225_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952911%26rdc%3D1%26sr%3D8-225-spons%26psc%3D1
273,"L'il Critters Kids Calcium Gummy Bears with Vitamin D3 , 150ct","6,516",4.7,12.77,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzE0MTExNTExMDQ3NTQzOjE2NjA5NTI5MTE6c3BfbXRmOjIwMDA3MjAxMjQ4MzM5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FLil-Critters-Calcium-Vitamin-Supplement%2Fdp%2FB00421MNIU%2Fref%3Dsr_1_226_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952911%26sr%3D8-226-spons%26psc%3D1
274,"Nordic Naturals Nordic Berries, Citrus - 200 Gummy Berries - Great-Tasting Multivitamin for Ages 2+ - Growth, Development, Optimal Wellness - Non-GMO, Vegetarian - 50 Servings","1,852",4.8,31.96,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzE0MTExNTExMDQ3NTQzOjE2NjA5NTI5MTE6c3BfbXRmOjIwMDA2MzQ0MDgwMzI5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FNordic-Naturals-Berries-Multivitamin-Treats%2Fdp%2FB009KTXQW6%2Fref%3Dsr_1_227_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952911%26sr%3D8-227-spons%26psc%3D1%26smid%3DAD4JTYB7A7HOQ
275,"Celltrient Energy Drink Mix, Summer Cherry, 14 Count",71,4.0,34.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzE0MTExNTExMDQ3NTQzOjE2NjA5NTI5MTE6c3BfbXRmOjIwMDA2MzAxMTAzMTA5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FCelltrient-Energy-Drink-Summer-Cherry%2Fdp%2FB08CHXT2Y5%2Fref%3Dsr_1_228_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952911%26sr%3D8-228-spons%26psc%3D1
276,"MegaFood, Kids One Daily, Daily Multivitamin and Mineral Dietary Supplement with Vitamins, C, D and Folate, Non-GMO, Vegetarian, 60 Tablets (60 Servings) (FFP)",747,4.7,31.99,https://www.amazon.com/MegaFood-Multivitamin-Development-Gluten-Free-Mini-Tablets/dp/B00GZ9KC6W/ref=sr_1_229?keywords=multivitamin+for+kids&qid=1660952911&sr=8-229
277,"Solgar U-Cubes Children's Multi-Vitamin & Minerals, 120 Gummies - Pack of 2 - 3 Great-Tasting Flavors, Grape, Orange & Cherry - Ages 2 & Up - Non-GMO, Gluten Free, Dairy Free - 120 Total Servings",98,4.8,29.99,https://www.amazon.com/U-Cubes-Children%C3%A2%E2%82%ACTMs-Multi-Vitamin-Mineral-Gummies/dp/B07J4Z9RJG/ref=sr_1_230?keywords=multivitamin+for+kids&qid=1660952911&sr=8-230
278,"Garden of Life Dr. Formulated Attention and Focus for Kids, Supplement Promotes Healthy Brain Function, Concentration with Organic Wild Blueberry, Pine Bark, Vitamin C, D and Probiotics, 60 Count","1,157",4.0,21.11,https://www.amazon.com/Garden-Life-Formulated-Health-Attention/dp/B076ZJX46Y/ref=sr_1_231?keywords=multivitamin+for+kids&qid=1660952911&sr=8-231
279,"Garden of Life Kids Immune Support Gummies with Vitamin C, D as D3 & Zinc for 3-in-1 Daily Children’s Immunity – Organic, Non-GMO, Gluten-Free, Vegetarian, Sugar Free, Cherry Flavor, 30 Day Supply","1,604",4.7,23.29,https://www.amazon.com/Garden-Life-Immune-Cherry-Flavor/dp/B07TR64MJH/ref=sr_1_232?keywords=multivitamin+for+kids&qid=1660952911&sr=8-232
280,"NOW Foods Kid Vits Multivitamin Tabs, Berry Blast, 120 Chewables",116,4.0,13.00,https://www.amazon.com/NOW-Foods-Multivitamin-Berry-Chewables/dp/B000WPS7US/ref=sr_1_233?keywords=multivitamin+for+kids&qid=1660952911&sr=8-233
281,"NaturesPlus Animal Parade Source of Life Children's Multivitamin Gummies - 50 Animal Shaped Gummies - Natural Assorted Flavors - Promotes Health and Wellbeing - Vegetarian, Gluten-Free - 25 Servings",36,3.5,22.45,https://www.amazon.com/Natures-Plus-Gummies-Assorted-Tablets/dp/B0001588M6/ref=sr_1_234?keywords=multivitamin+for+kids&qid=1660952911&sr=8-234
282,"SmartyPants Kids Formula Daily Gummy Vitamins: Gluten Free, Multivitamin & Omega 3 Fish Oil (Dha/Epa), Methyl B12, vitamin D3, Vitamin B6, 90Count (22 Day Supply) - Packaging May Vary","1,178",4.6,10.99,https://www.amazon.com/SmartyPants-Complete-Daily-Gummy-Vitamins/dp/B01FB8WBHK/ref=sr_1_235?keywords=multivitamin+for+kids&qid=1660952911&sr=8-235
283,Dr. Mercola Children's Multivitamin Chewables Fruit - 60 Tablets,176,4.4,34.99,https://www.amazon.com/Mercola-Childrens-Chewables-Multivitamin/dp/B00B5HOJF4/ref=sr_1_236?keywords=multivitamin+for+kids&qid=1660952911&sr=8-236
284,Mary Ruth's 5-1 Immunity Gummies with Elderberry for Kids & Adults | Cherry | Pectin Based | Vegan | 90 Count,"4,781",4.7,27.99,https://www.amazon.com/Elderberry-Gummies-Vitamins-Overall-Wellness/dp/B07Q3ZTSW2/ref=sr_1_237?keywords=multivitamin+for+kids&qid=1660952911&sr=8-237
285,Vegan Vitamin C Gummies by MaryRuth's | 2 Month Supply | Great Tasting Plant-Based Formula Supports Immune Function & Overall Health for Adults & Kids | Non-GMO with 125 mg of Vitamin C Per Gummy,"3,322",4.7,22.95,https://www.amazon.com/Vitamin-Gummy-Vegan-Organic-Plant-Based/dp/B07CNFJPCY/ref=sr_1_238?keywords=multivitamin+for+kids&qid=1660952911&sr=8-238
286,"Calcium, Magnesium, Zinc & Vitamin D Gummies - 2 Pack | Vitamins for Women, Men & Kids | Calcium Supplements for Strong Healthy Bones, Zinc Gummies, Gluten-Free, Vegan - 120 Count",149,4.4,28.99,https://www.amazon.com/Calcium-Magnesium-Zinc-Vitamin-Gummies/dp/B09L4V9CLF/ref=sr_1_239?keywords=multivitamin+for+kids&qid=1660952911&sr=8-239
287,"Floradix, Kinder Love Vegan Children’s Liquid Multivitamin for Healthy Development, 8.5 Oz",1,5.0,25.31,https://www.amazon.com/Floradix-Childrens-Multivitamin-Healthy-Development/dp/B098QMJYNS/ref=sr_1_240?keywords=multivitamin+for+kids&qid=1660952911&sr=8-240
288,Organic Kids Multivitamin Gummies - Children's and Toddler Chewable Gummy Multivitamins - Vegan Ingredients Kids Vitamins for Children - 30 Day Supply,111,4.3,7.50,https://www.amazon.com/Organic-Kids-Multivitamin-Gummies-Multivitamins/dp/B09BG4PCS7/ref=sr_1_241?keywords=multivitamin+for+kids&qid=1660952911&sr=8-241
289,"Rainbow Light Kid's One Food-Based Multivitamin (2 Packs of 90) - Chewable Probiotic, Vitamin and Mineral Supplement; Supports Brain, Bone, Heart, Eye and Immune Health in Kids Gluten Free",16,4.6,54.99,https://www.amazon.com/Rainbow-Light-Food-Based-Multivitamin-Packs/dp/B07F3XHWXD/ref=sr_1_242?keywords=multivitamin+for+kids&qid=1660952911&sr=8-242
290,"SmartyPants Kids Complete Daily Gummy Vitamins, Gluten Free, Multivitamin & Omega 3 Fish OilDHA/EPA Fatty Acids (180 Count)",11,4.5,23.49,https://www.amazon.com/SmartyPants-Complete-Gummy-Vitamins-Multivitamin/dp/B07H228KM4/ref=sr_1_243_mod_primary_new?keywords=multivitamin+for+kids&qid=1660952911&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-243
291,"NutraBulk Children's Chewable Multi-Vitamin Tablets for Kids to Support Immune, Bone, and Brain, Contains All Natural Vitamins, Minerals, B Complex. Cherry Flavor (250 Count)",216,4.5,20.99,https://www.amazon.com/NutraBulk-Childrens-Chewable-Multi-Vitamin-Tablets/dp/B017URHWJ2/ref=sr_1_244?keywords=multivitamin+for+kids&qid=1660952911&sr=8-244
292,"Nighttime Liquid Multimineral Supplement | Sugar Free | Natural Sleep Support for Adults & Kids | NO Melatonin | Magnesium, Calcium & MSM | Available in 4 Flavors | Vegan | Gluten Free | 32 Servings","13,908",4.2,39.95,https://www.amazon.com/Multimineral-MaryRuth-Vitamins-Minerals-Magnesium/dp/B00O9MT12S/ref=sr_1_245?keywords=multivitamin+for+kids&qid=1660952911&sr=8-245
293,"Vitamin Friends Strawberry Jam Flavored Iron Gummies - Vegan (60 Day Supply) - Vegan (60 Day Supply) Ferrous Fumarate B-Complex, Vitamin C, Zinc, Biotin - Iron Kids Gummies Supplement",779,4.1,21.99,https://www.amazon.com/Vitamin-Friends-Strawberry-Flavored-Gummies/dp/B08NWJ36CD/ref=sr_1_246?keywords=multivitamin+for+kids&qid=1660952911&sr=8-246
294,"NaturesPlus Animal Parade Source of Life Sugar-Free Children's Multivitamin - Assorted Cherry, Orange & Grape Flavors - 90 Chewable Tablets - 45 Servings",66,4.4,19.90,https://www.amazon.com/Natures-Plus-Sugar-Free-Childrens-Multivitamin/dp/B004AOJN4G/ref=sr_1_247?keywords=multivitamin+for+kids&qid=1660952911&sr=8-247
295,"American Gummies Halal Multivitamin for Kids: Natural Fruit Flavored Gummies for Healthy Brain, Heart, Skin and Eyes, 130 Gummies",9,4.8,22.99,https://www.amazon.com/American-Gummies-Halal-Multivitamin-Kids/dp/B091V5BMQC/ref=sr_1_248?keywords=multivitamin+for+kids&qid=1660952911&sr=8-248
296,"up4 Kids Probiotic Gummies, Digestive and Immune Support with Prebiotics and Vitamin C, Gelatin Free, Gluten Free and Non-GMO, For Ages 3+, 30 count","5,030",4.7,11.99,https://www.amazon.com/up4-Probiotic-Digestive-Gelatin-free-prebiotic/dp/B07H8P1YDJ/ref=sr_1_249?keywords=multivitamin+for+kids&qid=1660952911&sr=8-249
297,"Culturelle Kids Immune Defense Probiotic Chewables with Vitamin C, Vitamin D and Zinc + Elderberry, 4-in-1 Immune Support for Kids Ages 3+*, Mixed Berry Chewables, 30 Count","1,908",4.7,21.90,https://www.amazon.com/Culturelle-Defense-Probiotic-Elderberry-Chewables/dp/B08DKQV6H1/ref=sr_1_250?keywords=multivitamin+for+kids&qid=1660952911&sr=8-250
298,"Total Nutra 6-in-1 Liquid Multivitamin Supplement | 100% Daily Zinc, Vitamin D3 and Vitamin C Immunity Drops | Elderberry, Echinacea & Ginger Defense Support for Adults & Kids | 4 oz Passion Fruit",919,4.3,17.80,https://www.amazon.com/Total-Nutra-Multivitamin-Supplement-Elderberry/dp/B08TJ72G4B/ref=sr_1_251?keywords=multivitamin+for+kids&qid=1660952911&sr=8-251
299,America Medic & Science PediaWell Complete (50mlL) | Liquid Multivitamin for Kids | Iron Supplement with Vitamins A and C for Babies and Toddlers | Vitamin Drops for Enhanced Growth and Development,1,5.0,11.99,https://www.amazon.com/America-Medic-Science-Multivitamin-Development/dp/B09PLLZJ8Z/ref=sr_1_252?keywords=multivitamin+for+kids&qid=1660952911&sr=8-252
300,"Centrum Kids Multivitamin Gummies, Tropical Punch Flavor Made with Natural Flavors, 110 Count, 110 Day Supply",353,4.8,10.47,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A00169183KVV49W94TP6S&url=%2FCentrum-Multivitamin-Gummies-Tropical-Natural%2Fdp%2FB09WYRNPLJ%2Fref%3Dsr_1_241_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952918%26sr%3D8-241-spons%26psc%3D1&qualifier=1660952918&id=958870467690463&widgetName=sp_atf_next
301,"ChildLife Essentials, Kids Liquid Multivitamin and Mineral Supplement - Liquid Vitamins for Kids, All-Natural, Gluten-Free, Non-GMO - Natural Orange & Mango Flavor, 8 Ounce Bottle (Pack of 2)","1,291",4.6,26.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A10059391FD4OXGLIL5D6&url=%2FChildlife-Vitamin-Mineral-Natural-Orange%2Fdp%2FB012ETVGD4%2Fref%3Dsr_1_242_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952918%26sr%3D8-242-spons%26psc%3D1&qualifier=1660952918&id=958870467690463&widgetName=sp_atf_next
302,MaryRuth's L Theanine 200mg Liquid Drops | L-Theanine + Organic Glycerin | Stress Relief for Adults & Kids | Focus Supplement | Natural Sleep Support | Vegan | Non-GMO | Gluten Free | 30 Servings,55,4.6,24.95,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0642201LOT1OKYZY97G&url=%2FMaryRuths-Theanine-L-Theanine-Glycerin-Supplement%2Fdp%2FB09YKGM7N5%2Fref%3Dsr_1_243_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952918%26sr%3D8-243-spons%26psc%3D1%26smid%3DA3V1QNHQ2M2TBN&qualifier=1660952918&id=958870467690463&widgetName=sp_atf_next
303,"Nordic Naturals Nordic Berries, Cherry Berry - 120 Gummy Berries - Great-Tasting Multivitamin for Ages 2+ - Growth, Development, Optimal Wellness - Non-GMO, Vegetarian - 30 Servings",486,4.5,21.56,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0802359392329HAVWFR8&url=%2FNordic-Naturals-Berries-Multivitamin-Gummies%2Fdp%2FB01LTHMG3Q%2Fref%3Dsr_1_244_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952918%26sr%3D8-244-spons%26psc%3D1&qualifier=1660952918&id=958870467690463&widgetName=sp_atf_next
304,Smartypants Multivitamin - Kids Complete And Fiber Gummy - 120 Count,31,4.1,24.76,https://www.amazon.com/Smartypants-Multivitamin-Complete-Fiber-Gummy/dp/B07CQ5X21W/ref=sr_1_245?keywords=multivitamin+for+kids&qid=1660952918&sr=8-245
305,"Iron Gummies for Adults and Kids, Chewable Multivitamin Supplement with Iron, Vitamin C, A, B, Zinc, Folic Acid, and Biotin (Grape Flavored) Vegan Safe, Made in The USA from HERBATECH","1,664",4.3,16.95,https://www.amazon.com/Chewable-Multivitamin-Supplement-Flavored-HERBATECH/dp/B085N8S39B/ref=sr_1_246?keywords=multivitamin+for+kids&qid=1660952918&sr=8-246
306,"Natrol Kids Sleep+ Immune Health Aid Gummies with Melatonin, Zinc, Vitamin C and D, Elderberry, 50 Count","2,517",4.7,9.99,https://www.amazon.com/Natrol-Melatonin-Elderberry-Vitamin-Gummies/dp/B08V56KPKM/ref=sr_1_247?keywords=multivitamin+for+kids&qid=1660952918&sr=8-247
307,"NaturesPlus Animal Parade Source of Life Children's Chewable Multivitamin - Grape Flavor - 90 Animal Shaped Tablets - Promotes Health and Wellbeing - Vegetarian, Gluten-Free - 45 Servings",93,4.7,15.95,https://www.amazon.com/NaturesPlus-Animal-Childrens-Chewable-Multivitamin/dp/B0001VU5NK/ref=sr_1_248?keywords=multivitamin+for+kids&qid=1660952918&sr=8-248
308,Douglas Laboratories Ultra Preventive Kids | Children's Chewable MultiVitamin & Mineral | 60 Tablets | Orange Flavor,72,4.3,24.45,https://www.amazon.com/Douglas-Laboratories-Preventive-Multivitamin-Supplement/dp/B006JG6I7S/ref=sr_1_249?keywords=multivitamin+for+kids&qid=1660952918&sr=8-249
309,"CLINICAL DAILY Complete Kids Multivitamin Daily Gummy Supplement for Brain, Vision, Bone and Immune Health. Vitamins A, C, E,D,B6,B12, Folate, Biotin, Essential Minerals. 90 Gluten Free Yummy Gummies",80,4.5,16.99,https://www.amazon.com/COMPLETE-Multivitamin-Supplement-Superheroes-everywhere/dp/B07BYTVL8R/ref=sr_1_250?keywords=multivitamin+for+kids&qid=1660952918&sr=8-250
310,"Feel Great Vitamin Co. Complete DHA Gummies for Kids | with Omega 3 6 9 + DHA, Vitamin C | Supports Healthy Brain Function, Vision & Heart Health | Gluten Free, Vegetarian & Non-GMO | 60 Gummies","4,665",4.4,21.97,https://www.amazon.com/Complete-Feel-Great-365-Supplement/dp/B06Y1C5DHC/ref=sr_1_251?keywords=multivitamin+for+kids&qid=1660952918&sr=8-251
311,"Yummi Bears Complete Multivitamin and Mineral Supplement, Gummy Vitamins for Kids, 90 Count (Pack of 1)",800,4.5,17.05,https://www.amazon.com/Yummi-Bears-Multi-Vitamin-Mineral-Vitamin/dp/B001AZTD66/ref=sr_1_252?keywords=multivitamin+for+kids&qid=1660952918&sr=8-252
312,Plexus Slim Xfactor Kids MultiVitamin Probiotic Supplement 60 Chewable Tablets,17,4.7,51.00,https://www.amazon.com/Plexus-MultiVitamin-Probiotic-Supplement-Chewable/dp/B08NK42197/ref=sr_1_253?keywords=multivitamin+for+kids&qid=1660952918&sr=8-253
313,"Multivitamin Gummies | Vegan Friendly, Kosher Halal NO Gluten or Gelatin, no GMO| for Men, Women & Kids| 3 Natural Flavors | Vitamins C, B3, B12, Biotin, Zinc & More| 100 Gummies","2,118",4.5,18.99,https://www.amazon.com/Multi-vitamin-Gummies-Vegetarian-gelatin-Vitamins/dp/B01F44QH62/ref=sr_1_254?keywords=multivitamin+for+kids&qid=1660952918&sr=8-254
314,"Multivitamin Gummies for Adults Men Woman & Teens, Formulated with 14 Essential Vitamins & Minerals, Gluten & Gelatin Free, Vegetarian, Pectin Chewable Gummy Chews, Berry Flavor [Packaging May Vary]",100,3.8,10.95,https://www.amazon.com/Multivitamin-Formulated-Essential-Vitamins-Vegetarian/dp/B09NCF1P2V/ref=sr_1_255?keywords=multivitamin+for+kids&qid=1660952918&sr=8-255
315,"ChildLife Essentials Immune Support 4-Pack for Infants, Babies, Kids, and Toddlers - Vitamin D3 Natural Berry Drops, Liquid Vitamin C Natural Orange, Echinacea Natural Orange, and First Defense",129,4.8,29.99,https://www.amazon.com/ChildLife-Essentials-Support-Infants-Toddlers/dp/B08SSZVK6S/ref=sr_1_256?keywords=multivitamin+for+kids&qid=1660952918&sr=8-256
316,"Flintstones Chewable Kids Vitamins, Complete Multivitamin for Kids and Toddlers with Iron, Calcium, Vitamin C, Vitamin D & more, 180ct","14,079",4.6,16.79,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A00861213HIWZUWPAC5M9&url=%2FFlintstones-Vitamins-Childrens-Multivitamin-Supplement%2Fdp%2FB0771WL4SD%2Fref%3Dsr_1_257_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952918%26rdc%3D1%26sr%3D8-257-spons%26psc%3D1&qualifier=1660952918&id=958870467690463&widgetName=sp_mtf
317,"SmartyPants Teen Guy Formula, Daily Multivitamin Gummies: Vitamins C, B12, K, Zinc, & Biotin for Immune Support, Energy, Skin & Hair Support, Assorted Fruit Flavor, 120 Gummies (30 Day Supply)","11,302",4.5,16.37,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0161561UVUQ4JE7AWYY&url=%2FSmartyPants-Complete-Daily-Gummy-Vitamins%2Fdp%2FB0741FTPXD%2Fref%3Dsr_1_258_sspa%3Fkeywords%3Dmultivitamin%2Bfor%2Bkids%26qid%3D1660952918%26sr%3D8-258-spons%26psc%3D1&qualifier=1660952918&id=958870467690463&widgetName=sp_mtf
